transaction_id,payment_method,card_type,status
TXN008593,Crypto,None,Success
TXN008594,PayPal,None,Success
TXN008595,PayPal,None,Failed
TXN008596,PayPal,None,Pending
TXN008597,Credit Card,MasterCard,Success
TXN008598,Crypto,None,Success
TXN008599,Debit Card,MasterCard,Pending
TXN008600,Bank Transfer,None,Success
TXN008601,Debit Card,Visa,Success
TXN008602,PayPal,None,Failed
TXN008603,Crypto,None,Pending
TXN008604,Debit Card,MasterCard,Success
TXN008605,Crypto,None,Pending
TXN008606,Debit Card,MasterCard,Failed
TXN008607,Credit Card,Visa,Failed
TXN008608,Debit Card,MasterCard,Success
TXN008609,Debit Card,None,Pending
TXN008610,Debit Card,MasterCard,Pending
TXN008611,PayPal,None,Pending
TXN008612,Crypto,None,Success
TXN008613,Debit Card,Visa,Success
TXN008614,Credit Card,MasterCard,Pending
TXN008615,Debit Card,Amex,Success
TXN008616,Debit Card,Amex,Success
TXN008617,Credit Card,MasterCard,Pending
TXN008618,Credit Card,MasterCard,Success
TXN008619,Credit Card,Visa,Success
TXN008620,Bank Transfer,None,Failed
TXN008621,Credit Card,None,Failed
TXN008622,Debit Card,Visa,Success
TXN008623,PayPal,None,Pending
TXN008624,PayPal,None,Success
TXN008625,PayPal,None,Pending
TXN008626,Credit Card,Amex,Failed
TXN008627,Debit Card,None,Success
TXN008628,Debit Card,None,Pending
TXN008629,Crypto,None,Success
TXN008630,Bank Transfer,None,Failed
TXN008631,PayPal,None,Failed
TXN008632,Credit Card,Visa,Pending
TXN008633,Crypto,None,Success
TXN008634,Debit Card,MasterCard,Failed
TXN008635,PayPal,None,Success
TXN008636,Crypto,None,Failed
TXN008637,Debit Card,None,Pending
TXN008638,Debit Card,MasterCard,Success
TXN008639,Crypto,None,Failed
TXN008640,Bank Transfer,None,Pending
TXN008641,PayPal,None,Success
TXN008642,Credit Card,Amex,Success
TXN008643,Credit Card,None,Success
TXN008644,PayPal,None,Success
TXN008645,Bank Transfer,None,Pending
TXN008646,Credit Card,Amex,Pending
TXN008647,PayPal,None,Success
TXN008648,Crypto,None,Pending
TXN008649,Crypto,None,Pending
TXN008650,Bank Transfer,None,Success
TXN008651,Credit Card,Amex,Failed
TXN008652,Debit Card,Visa,Pending
TXN008653,Crypto,None,Pending
TXN008654,Debit Card,Visa,Success
TXN008655,Debit Card,Amex,Failed
TXN008656,PayPal,None,Failed
TXN008657,Credit Card,MasterCard,Failed
TXN008658,Debit Card,MasterCard,Failed
TXN008659,Debit Card,None,Pending
TXN008660,PayPal,None,Failed
TXN008661,Debit Card,None,Success
TXN008662,Debit Card,None,Success
TXN008663,Crypto,None,Pending
TXN008664,Crypto,None,Failed
TXN008665,Credit Card,None,Failed
TXN008666,Debit Card,Visa,Pending
TXN008667,Crypto,None,Failed
TXN008668,Crypto,None,Pending
TXN008669,Bank Transfer,None,Pending
TXN008670,Crypto,None,Success
TXN008671,Crypto,None,Pending
TXN008672,Credit Card,MasterCard,Failed
TXN008673,Bank Transfer,None,Success
TXN008674,Bank Transfer,None,Success
TXN008675,Bank Transfer,None,Failed
TXN008676,Crypto,None,Pending
TXN008677,PayPal,None,Success
TXN008678,Crypto,None,Success
TXN008679,Credit Card,Visa,Failed
TXN008680,Credit Card,Visa,Pending
TXN008681,Credit Card,MasterCard,Failed
TXN008682,Credit Card,None,Success
TXN008683,Debit Card,Visa,Failed
TXN008684,Bank Transfer,None,Pending
TXN008685,Crypto,None,Failed
TXN008686,Bank Transfer,None,Pending
TXN008687,Debit Card,None,Failed
TXN008688,Bank Transfer,None,Success
TXN008689,Debit Card,None,Failed
TXN008690,Debit Card,None,Success
TXN008691,PayPal,None,Pending
TXN008692,Crypto,None,Pending
TXN008693,PayPal,None,Pending
TXN008694,Crypto,None,Failed
TXN008695,Credit Card,Visa,Failed
TXN008696,Debit Card,Visa,Failed
TXN008697,Debit Card,MasterCard,Failed
TXN008698,Debit Card,None,Failed
TXN008699,Crypto,None,Success
TXN008700,Crypto,None,Pending
TXN008701,PayPal,None,Success
TXN008702,PayPal,None,Pending
TXN008703,Credit Card,MasterCard,Failed
TXN008704,Crypto,None,Failed
TXN008705,Crypto,None,Success
TXN008706,Bank Transfer,None,Pending
TXN008707,PayPal,None,Failed
TXN008708,Bank Transfer,None,Failed
TXN008709,Credit Card,Visa,Failed
TXN008710,Debit Card,Visa,Pending
TXN008711,Credit Card,Visa,Pending
TXN008712,PayPal,None,Pending
TXN008713,PayPal,None,Success
TXN008714,PayPal,None,Failed
TXN008715,Credit Card,Amex,Failed
TXN008716,Debit Card,None,Success
TXN008717,Credit Card,MasterCard,Failed
TXN008718,PayPal,None,Failed
TXN008719,Bank Transfer,None,Success
TXN008720,Crypto,None,Success
TXN008721,Bank Transfer,None,Failed
TXN008722,Bank Transfer,None,Success
TXN008723,Crypto,None,Success
TXN008724,Credit Card,MasterCard,Failed
TXN008725,Crypto,None,Failed
TXN008726,PayPal,None,Pending
TXN008727,Bank Transfer,None,Failed
TXN008728,Credit Card,MasterCard,Failed
TXN008729,PayPal,None,Success
TXN008730,Debit Card,None,Failed
TXN008731,Bank Transfer,None,Failed
TXN008732,Crypto,None,Pending
TXN008733,Credit Card,MasterCard,Failed
TXN008734,Credit Card,MasterCard,Failed
TXN008735,Bank Transfer,None,Pending
TXN008736,Bank Transfer,None,Pending
TXN008737,Credit Card,Amex,Failed
TXN008738,PayPal,None,Pending
TXN008739,Bank Transfer,None,Pending
TXN008740,PayPal,None,Success
TXN008741,Crypto,None,Success
TXN008742,Crypto,None,Pending
TXN008743,Bank Transfer,None,Failed
TXN008744,Bank Transfer,None,Success
TXN008745,Crypto,None,Pending
TXN008746,Debit Card,Amex,Pending
TXN008747,Debit Card,Amex,Success
TXN008748,PayPal,None,Pending
TXN008749,Debit Card,MasterCard,Success
TXN008750,Debit Card,Amex,Failed
TXN008751,Debit Card,Visa,Pending
TXN008752,Bank Transfer,None,Failed
TXN008753,PayPal,None,Pending
TXN008754,Credit Card,None,Success
TXN008755,PayPal,None,Failed
TXN008756,PayPal,None,Failed
TXN008757,Credit Card,MasterCard,Failed
TXN008758,PayPal,None,Pending
TXN008759,Debit Card,Visa,Success
TXN008760,PayPal,None,Failed
TXN008761,PayPal,None,Pending
TXN008762,Debit Card,None,Failed
TXN008763,Bank Transfer,None,Failed
TXN008764,Credit Card,None,Pending
TXN008765,Credit Card,Amex,Success
TXN008766,Credit Card,Amex,Success
TXN008767,Bank Transfer,None,Failed
TXN008768,PayPal,None,Failed
TXN008769,PayPal,None,Failed
TXN008770,Debit Card,Visa,Success
TXN008771,Crypto,None,Pending
TXN008772,Bank Transfer,None,Failed
TXN008773,Crypto,None,Pending
TXN008774,Crypto,None,Failed
TXN008775,Crypto,None,Pending
TXN008776,Credit Card,None,Success
TXN008777,Crypto,None,Pending
TXN008778,Bank Transfer,None,Pending
TXN008779,Credit Card,MasterCard,Success
TXN008780,Crypto,None,Failed
TXN008781,Credit Card,Amex,Success
TXN008782,Credit Card,Amex,Pending
TXN008783,Credit Card,Visa,Pending
TXN008784,Credit Card,None,Success
TXN008785,Debit Card,Amex,Failed
TXN008786,Bank Transfer,None,Pending
TXN008787,Credit Card,Amex,Pending
TXN008788,Bank Transfer,None,Failed
TXN008789,Bank Transfer,None,Failed
TXN008790,Crypto,None,Pending
TXN008791,Debit Card,MasterCard,Failed
TXN008792,Bank Transfer,None,Failed
TXN008793,PayPal,None,Failed
TXN008794,Bank Transfer,None,Pending
TXN008795,Credit Card,None,Failed
TXN008796,Debit Card,Amex,Success
TXN008797,Credit Card,None,Pending
TXN008798,Crypto,None,Pending
TXN008799,Credit Card,Amex,Success
TXN008800,Debit Card,Amex,Failed
TXN008801,Bank Transfer,None,Pending
TXN008802,Credit Card,Amex,Failed
TXN008803,Credit Card,None,Failed
TXN008804,Debit Card,Visa,Pending
TXN008805,PayPal,None,Failed
TXN008806,Credit Card,None,Failed
TXN008807,Credit Card,Visa,Success
TXN008808,Debit Card,Amex,Success
TXN008809,Credit Card,None,Success
TXN008810,PayPal,None,Pending
TXN008811,Credit Card,MasterCard,Pending
TXN008812,Credit Card,None,Success
TXN008813,PayPal,None,Pending
TXN008814,Debit Card,Visa,Success
TXN008815,PayPal,None,Pending
TXN008816,Crypto,None,Failed
TXN008817,Crypto,None,Pending
TXN008818,Crypto,None,Success
TXN008819,PayPal,None,Success
TXN008820,Crypto,None,Failed
TXN008821,Crypto,None,Pending
TXN008822,Credit Card,Visa,Pending
TXN008823,Debit Card,Amex,Success
TXN008824,PayPal,None,Pending
TXN008825,Bank Transfer,None,Pending
TXN008826,Debit Card,Visa,Failed
TXN008827,Debit Card,Visa,Failed
TXN008828,Credit Card,None,Pending
TXN008829,Crypto,None,Failed
TXN008830,Debit Card,None,Pending
TXN008831,Credit Card,Visa,Failed
TXN008832,Debit Card,Amex,Success
TXN008833,Crypto,None,Failed
TXN008834,Crypto,None,Failed
TXN008835,Debit Card,MasterCard,Pending
TXN008836,Bank Transfer,None,Failed
TXN008837,Crypto,None,Failed
TXN008838,Bank Transfer,None,Success
TXN008839,Bank Transfer,None,Failed
TXN008840,Credit Card,None,Pending
TXN008841,Crypto,None,Pending
TXN008842,Credit Card,Amex,Pending
TXN008843,Credit Card,Visa,Pending
TXN008844,Credit Card,None,Failed
TXN008845,Debit Card,None,Pending
TXN008846,Bank Transfer,None,Success
TXN008847,PayPal,None,Pending
TXN008848,Credit Card,None,Failed
TXN008849,Credit Card,Amex,Success
TXN008850,Crypto,None,Failed
TXN008851,Bank Transfer,None,Failed
TXN008852,Credit Card,MasterCard,Success
TXN008853,Debit Card,MasterCard,Pending
TXN008854,Crypto,None,Failed
TXN008855,Debit Card,MasterCard,Success
TXN008856,Credit Card,MasterCard,Success
TXN008857,Bank Transfer,None,Failed
TXN008858,PayPal,None,Failed
TXN008859,Credit Card,Amex,Failed
TXN008860,Crypto,None,Success
TXN008861,Credit Card,Visa,Success
TXN008862,Debit Card,Amex,Pending
TXN008863,Crypto,None,Pending
TXN008864,Credit Card,MasterCard,Success
TXN008865,PayPal,None,Pending
TXN008866,Crypto,None,Pending
TXN008867,Crypto,None,Success
TXN008868,Debit Card,None,Success
TXN008869,Bank Transfer,None,Failed
TXN008870,Credit Card,Amex,Success
TXN008871,Crypto,None,Failed
TXN008872,Debit Card,Visa,Pending
TXN008873,PayPal,None,Success
TXN008874,Credit Card,None,Pending
TXN008875,Bank Transfer,None,Failed
TXN008876,PayPal,None,Failed
TXN008877,Crypto,None,Pending
TXN008878,Crypto,None,Failed
TXN008879,Credit Card,Amex,Failed
TXN008880,Bank Transfer,None,Pending
TXN008881,Bank Transfer,None,Pending
TXN008882,Crypto,None,Failed
TXN008883,PayPal,None,Failed
TXN008884,Debit Card,MasterCard,Pending
TXN008885,PayPal,None,Failed
TXN008886,Credit Card,Amex,Pending
TXN008887,Crypto,None,Pending
TXN008888,Bank Transfer,None,Failed
TXN008889,Bank Transfer,None,Failed
TXN008890,Crypto,None,Success
TXN008891,PayPal,None,Failed
TXN008892,Bank Transfer,None,Success
TXN008893,Credit Card,Amex,Pending
TXN008894,Bank Transfer,None,Failed
TXN008895,PayPal,None,Pending
TXN008896,Crypto,None,Pending
TXN008897,Credit Card,MasterCard,Failed
TXN008898,Bank Transfer,None,Failed
TXN008899,Credit Card,Amex,Pending
TXN008900,Credit Card,Visa,Pending
TXN008901,PayPal,None,Failed
TXN008902,Debit Card,None,Success
TXN008903,Bank Transfer,None,Failed
TXN008904,Debit Card,Visa,Failed
TXN008905,PayPal,None,Failed
TXN008906,Crypto,None,Failed
TXN008907,Crypto,None,Success
TXN008908,Bank Transfer,None,Failed
TXN008909,PayPal,None,Success
TXN008910,Credit Card,Visa,Failed
TXN008911,Credit Card,None,Success
TXN008912,Bank Transfer,None,Pending
TXN008913,Debit Card,Visa,Failed
TXN008914,Debit Card,Amex,Pending
TXN008915,Crypto,None,Pending
TXN008916,Bank Transfer,None,Pending
TXN008917,Credit Card,Visa,Failed
TXN008918,Credit Card,MasterCard,Success
TXN008919,PayPal,None,Failed
TXN008920,PayPal,None,Success
TXN008921,Crypto,None,Pending
TXN008922,Credit Card,Visa,Success
TXN008923,Crypto,None,Failed
TXN008924,PayPal,None,Failed
TXN008925,Credit Card,MasterCard,Success
TXN008926,Bank Transfer,None,Pending
TXN008927,Bank Transfer,None,Success
TXN008928,Crypto,None,Success
TXN008929,Debit Card,MasterCard,Success
TXN008930,Credit Card,Amex,Failed
TXN008931,Debit Card,MasterCard,Failed
TXN008932,PayPal,None,Failed
TXN008933,Debit Card,MasterCard,Success
TXN008934,PayPal,None,Pending
TXN008935,PayPal,None,Failed
TXN008936,Debit Card,Visa,Success
TXN008937,PayPal,None,Success
TXN008938,Debit Card,Amex,Pending
TXN008939,PayPal,None,Failed
TXN008940,Debit Card,MasterCard,Pending
TXN008941,Crypto,None,Success
TXN008942,PayPal,None,Failed
TXN008943,Bank Transfer,None,Pending
TXN008944,PayPal,None,Success
TXN008945,Credit Card,Amex,Failed
TXN008946,Crypto,None,Failed
TXN008947,Crypto,None,Pending
TXN008948,Credit Card,None,Failed
TXN008949,PayPal,None,Success
TXN008950,PayPal,None,Success
TXN008951,Credit Card,Visa,Failed
TXN008952,Debit Card,MasterCard,Failed
TXN008953,Debit Card,Visa,Success
TXN008954,Bank Transfer,None,Pending
TXN008955,PayPal,None,Success
TXN008956,Credit Card,None,Success
TXN008957,Debit Card,Visa,Failed
TXN008958,Debit Card,MasterCard,Success
TXN008959,Crypto,None,Success
TXN008960,Credit Card,MasterCard,Success
TXN008961,Crypto,None,Failed
TXN008962,Crypto,None,Pending
TXN008963,Crypto,None,Pending
TXN008964,Crypto,None,Pending
TXN008965,Credit Card,Amex,Pending
TXN008966,Crypto,None,Pending
TXN008967,PayPal,None,Pending
TXN008968,Crypto,None,Failed
TXN008969,Debit Card,None,Success
TXN008970,Crypto,None,Pending
TXN008971,Crypto,None,Failed
TXN008972,Debit Card,MasterCard,Pending
TXN008973,Debit Card,None,Pending
TXN008974,PayPal,None,Success
TXN008975,Debit Card,Visa,Success
TXN008976,PayPal,None,Pending
TXN008977,Bank Transfer,None,Success
TXN008978,Bank Transfer,None,Failed
TXN008979,Crypto,None,Success
TXN008980,Crypto,None,Failed
TXN008981,Bank Transfer,None,Failed
TXN008982,Debit Card,Amex,Failed
TXN008983,Credit Card,Visa,Failed
TXN008984,PayPal,None,Success
TXN008985,Debit Card,None,Pending
TXN008986,Crypto,None,Pending
TXN008987,Credit Card,MasterCard,Success
TXN008988,Debit Card,None,Failed
TXN008989,Crypto,None,Failed
TXN008990,PayPal,None,Success
TXN008991,Debit Card,MasterCard,Success
TXN008992,Credit Card,None,Failed
TXN008993,Debit Card,Amex,Success
TXN008994,Credit Card,MasterCard,Failed
TXN008995,PayPal,None,Failed
TXN008996,Credit Card,MasterCard,Success
TXN008997,Credit Card,None,Pending
TXN008998,PayPal,None,Pending
TXN008999,Debit Card,Amex,Failed
TXN009000,Crypto,None,Pending
TXN009001,Bank Transfer,None,Failed
TXN009002,Bank Transfer,None,Success
TXN009003,Crypto,None,Failed
TXN009004,Bank Transfer,None,Pending
TXN009005,PayPal,None,Success
TXN009006,Crypto,None,Pending
TXN009007,Credit Card,MasterCard,Success
TXN009008,Bank Transfer,None,Pending
TXN009009,Crypto,None,Success
TXN009010,Crypto,None,Failed
TXN009011,Bank Transfer,None,Failed
TXN009012,Debit Card,Amex,Failed
TXN009013,Bank Transfer,None,Failed
TXN009014,Debit Card,Amex,Failed
TXN009015,Credit Card,Amex,Failed
TXN009016,PayPal,None,Success
TXN009017,Bank Transfer,None,Failed
TXN009018,Bank Transfer,None,Failed
TXN009019,Debit Card,MasterCard,Success
TXN009020,Debit Card,MasterCard,Success
TXN009021,PayPal,None,Success
TXN009022,PayPal,None,Failed
TXN009023,Credit Card,Amex,Success
TXN009024,Crypto,None,Pending
TXN009025,Bank Transfer,None,Pending
TXN009026,Credit Card,Visa,Success
TXN009027,Debit Card,Visa,Failed
TXN009028,Bank Transfer,None,Success
TXN009029,PayPal,None,Success
TXN009030,Bank Transfer,None,Pending
TXN009031,Crypto,None,Pending
TXN009032,Bank Transfer,None,Failed
TXN009033,Crypto,None,Failed
TXN009034,Debit Card,MasterCard,Pending
TXN009035,Crypto,None,Failed
TXN009036,Crypto,None,Pending
TXN009037,Credit Card,None,Pending
TXN009038,Debit Card,MasterCard,Failed
TXN009039,Crypto,None,Pending
TXN009040,Credit Card,MasterCard,Success
TXN009041,Credit Card,Visa,Failed
TXN009042,Crypto,None,Pending
TXN009043,Debit Card,None,Pending
TXN009044,PayPal,None,Success
TXN009045,PayPal,None,Pending
TXN009046,Bank Transfer,None,Success
TXN009047,Crypto,None,Success
TXN009048,Crypto,None,Success
TXN009049,Crypto,None,Pending
TXN009050,Crypto,None,Pending
TXN009051,Debit Card,None,Failed
TXN009052,Crypto,None,Pending
TXN009053,Debit Card,MasterCard,Pending
TXN009054,Crypto,None,Pending
TXN009055,Debit Card,None,Success
TXN009056,Crypto,None,Success
TXN009057,Debit Card,Amex,Pending
TXN009058,Credit Card,MasterCard,Success
TXN009059,PayPal,None,Success
TXN009060,PayPal,None,Failed
TXN009061,Bank Transfer,None,Failed
TXN009062,Credit Card,MasterCard,Success
TXN009063,Debit Card,Amex,Failed
TXN009064,Bank Transfer,None,Success
TXN009065,Debit Card,MasterCard,Failed
TXN009066,PayPal,None,Success
TXN009067,PayPal,None,Failed
TXN009068,Debit Card,MasterCard,Pending
TXN009069,PayPal,None,Failed
TXN009070,Bank Transfer,None,Pending
TXN009071,Credit Card,Visa,Failed
TXN009072,Debit Card,MasterCard,Success
TXN009073,Crypto,None,Success
TXN009074,Bank Transfer,None,Success
TXN009075,Bank Transfer,None,Failed
TXN009076,Bank Transfer,None,Failed
TXN009077,Bank Transfer,None,Pending
TXN009078,Bank Transfer,None,Pending
TXN009079,PayPal,None,Pending
TXN009080,Bank Transfer,None,Failed
TXN009081,Crypto,None,Pending
TXN009082,PayPal,None,Success
TXN009083,Bank Transfer,None,Success
TXN009084,Debit Card,Visa,Failed
TXN009085,Credit Card,Visa,Failed
TXN009086,Debit Card,Amex,Pending
TXN009087,Bank Transfer,None,Pending
TXN009088,PayPal,None,Success
TXN009089,Bank Transfer,None,Failed
TXN009090,Crypto,None,Failed
TXN009091,Credit Card,Amex,Pending
TXN009092,Bank Transfer,None,Pending
TXN009093,Crypto,None,Failed
TXN009094,Bank Transfer,None,Pending
TXN009095,Debit Card,Visa,Pending
TXN009096,Crypto,None,Failed
TXN009097,Debit Card,Visa,Failed
TXN009098,Debit Card,None,Success
TXN009099,Bank Transfer,None,Pending
TXN009100,PayPal,None,Success
TXN009101,PayPal,None,Success
TXN009102,Credit Card,Amex,Failed
TXN009103,Crypto,None,Success
TXN009104,Crypto,None,Pending
TXN009105,PayPal,None,Pending
TXN009106,Credit Card,Visa,Success
TXN009107,Crypto,None,Pending
TXN009108,Bank Transfer,None,Failed
TXN009109,PayPal,None,Pending
TXN009110,Bank Transfer,None,Failed
TXN009111,PayPal,None,Success
TXN009112,Crypto,None,Success
TXN009113,Crypto,None,Pending
TXN009114,Credit Card,None,Pending
TXN009115,Bank Transfer,None,Failed
TXN009116,Debit Card,Visa,Success
TXN009117,Bank Transfer,None,Failed
TXN009118,Crypto,None,Failed
TXN009119,Credit Card,Visa,Success
TXN009120,Credit Card,Visa,Failed
TXN009121,Crypto,None,Failed
TXN009122,Bank Transfer,None,Success
TXN009123,PayPal,None,Success
TXN009124,Bank Transfer,None,Pending
TXN009125,Bank Transfer,None,Failed
TXN009126,Credit Card,None,Failed
TXN009127,Debit Card,Visa,Success
TXN009128,PayPal,None,Pending
TXN009129,Bank Transfer,None,Failed
TXN009130,Credit Card,Amex,Pending
TXN009131,Crypto,None,Pending
TXN009132,Debit Card,None,Pending
TXN009133,Bank Transfer,None,Success
TXN009134,PayPal,None,Success
TXN009135,PayPal,None,Success
TXN009136,Credit Card,Amex,Failed
TXN009137,Debit Card,Amex,Success
TXN009138,Debit Card,None,Failed
TXN009139,Bank Transfer,None,Success
TXN009140,PayPal,None,Pending
TXN009141,PayPal,None,Pending
TXN009142,Credit Card,Visa,Success
TXN009143,PayPal,None,Pending
TXN009144,Bank Transfer,None,Failed
TXN009145,Debit Card,Amex,Pending
TXN009146,PayPal,None,Success
TXN009147,PayPal,None,Success
TXN009148,Bank Transfer,None,Success
TXN009149,Credit Card,MasterCard,Failed
TXN009150,Bank Transfer,None,Failed
TXN009151,Bank Transfer,None,Pending
TXN009152,PayPal,None,Success
TXN009153,Credit Card,Amex,Failed
TXN009154,Credit Card,Amex,Success
TXN009155,Credit Card,Visa,Failed
TXN009156,PayPal,None,Failed
TXN009157,Crypto,None,Success
TXN009158,Crypto,None,Failed
TXN009159,PayPal,None,Failed
TXN009160,Bank Transfer,None,Failed
TXN009161,Debit Card,Amex,Success
TXN009162,Crypto,None,Failed
TXN009163,Debit Card,None,Pending
TXN009164,Bank Transfer,None,Pending
TXN009165,Bank Transfer,None,Pending
TXN009166,Credit Card,None,Success
TXN009167,Bank Transfer,None,Pending
TXN009168,Crypto,None,Pending
TXN009169,Bank Transfer,None,Pending
TXN009170,Credit Card,MasterCard,Success
TXN009171,Credit Card,MasterCard,Success
TXN009172,Debit Card,Amex,Success
TXN009173,PayPal,None,Success
TXN009174,PayPal,None,Pending
TXN009175,Debit Card,MasterCard,Success
TXN009176,PayPal,None,Success
TXN009177,Debit Card,Visa,Success
TXN009178,Credit Card,MasterCard,Failed
TXN009179,Debit Card,Amex,Success
TXN009180,PayPal,None,Failed
TXN009181,Credit Card,None,Failed
TXN009182,Bank Transfer,None,Success
TXN009183,PayPal,None,Success
TXN009184,Credit Card,Amex,Failed
TXN009185,Crypto,None,Success
TXN009186,Bank Transfer,None,Pending
TXN009187,Credit Card,MasterCard,Success
TXN009188,Crypto,None,Success
TXN009189,Crypto,None,Success
TXN009190,Credit Card,Amex,Success
TXN009191,PayPal,None,Failed
TXN009192,Debit Card,None,Success
TXN009193,Bank Transfer,None,Failed
TXN009194,Debit Card,Visa,Success
TXN009195,Crypto,None,Pending
TXN009196,PayPal,None,Success
TXN009197,Crypto,None,Success
TXN009198,PayPal,None,Pending
TXN009199,Debit Card,Visa,Pending
TXN009200,PayPal,None,Failed
TXN009201,Credit Card,MasterCard,Failed
TXN009202,Bank Transfer,None,Success
TXN009203,Debit Card,Amex,Success
TXN009204,PayPal,None,Failed
TXN009205,Debit Card,None,Success
TXN009206,PayPal,None,Pending
TXN009207,Debit Card,None,Success
TXN009208,Debit Card,MasterCard,Failed
TXN009209,Credit Card,Visa,Pending
TXN009210,Debit Card,MasterCard,Failed
TXN009211,Debit Card,Visa,Pending
TXN009212,Bank Transfer,None,Success
TXN009213,Bank Transfer,None,Success
TXN009214,PayPal,None,Success
TXN009215,Debit Card,Visa,Failed
TXN009216,Debit Card,MasterCard,Pending
TXN009217,Credit Card,Amex,Success
TXN009218,Credit Card,MasterCard,Success
TXN009219,Credit Card,None,Success
TXN009220,Bank Transfer,None,Success
TXN009221,Debit Card,Visa,Pending
TXN009222,Credit Card,Visa,Success
TXN009223,PayPal,None,Success
TXN009224,Bank Transfer,None,Success
TXN009225,Crypto,None,Failed
TXN009226,PayPal,None,Success
TXN009227,Bank Transfer,None,Pending
TXN009228,Crypto,None,Pending
TXN009229,Debit Card,Visa,Success
TXN009230,Bank Transfer,None,Success
TXN009231,Bank Transfer,None,Failed
TXN009232,PayPal,None,Success
TXN009233,Bank Transfer,None,Failed
TXN009234,Debit Card,None,Failed
TXN009235,Credit Card,Visa,Success
TXN009236,Debit Card,Visa,Pending
TXN009237,PayPal,None,Failed
TXN009238,Bank Transfer,None,Pending
TXN009239,Bank Transfer,None,Failed
TXN009240,PayPal,None,Success
TXN009241,Debit Card,Visa,Pending
TXN009242,Bank Transfer,None,Success
TXN009243,Crypto,None,Pending
TXN009244,Credit Card,Visa,Failed
TXN009245,Crypto,None,Failed
TXN009246,Crypto,None,Success
TXN009247,Debit Card,Visa,Pending
TXN009248,Credit Card,Amex,Failed
TXN009249,Debit Card,Visa,Pending
TXN009250,PayPal,None,Failed
TXN009251,Credit Card,MasterCard,Success
TXN009252,Credit Card,None,Pending
TXN009253,PayPal,None,Failed
TXN009254,Crypto,None,Success
TXN009255,Debit Card,None,Pending
TXN009256,Debit Card,Amex,Success
TXN009257,Debit Card,Visa,Failed
TXN009258,Crypto,None,Pending
TXN009259,Debit Card,Visa,Pending
TXN009260,Credit Card,MasterCard,Pending
TXN009261,Debit Card,MasterCard,Pending
TXN009262,Crypto,None,Failed
TXN009263,Credit Card,MasterCard,Success
TXN009264,PayPal,None,Failed
TXN009265,Credit Card,MasterCard,Pending
TXN009266,Bank Transfer,None,Pending
TXN009267,PayPal,None,Pending
TXN009268,Crypto,None,Success
TXN009269,Bank Transfer,None,Success
TXN009270,PayPal,None,Failed
TXN009271,Bank Transfer,None,Pending
TXN009272,Credit Card,Amex,Failed
TXN009273,PayPal,None,Pending
TXN009274,Credit Card,None,Pending
TXN009275,Credit Card,Amex,Failed
TXN009276,Bank Transfer,None,Pending
TXN009277,Crypto,None,Pending
TXN009278,Credit Card,Amex,Pending
TXN009279,Crypto,None,Pending
TXN009280,Crypto,None,Pending
TXN009281,PayPal,None,Failed
TXN009282,Crypto,None,Success
TXN009283,Crypto,None,Failed
TXN009284,PayPal,None,Pending
TXN009285,PayPal,None,Failed
TXN009286,Debit Card,Visa,Pending
TXN009287,Crypto,None,Failed
TXN009288,Bank Transfer,None,Success
TXN009289,Bank Transfer,None,Pending
TXN009290,Bank Transfer,None,Failed
TXN009291,Bank Transfer,None,Pending
TXN009292,Credit Card,Visa,Success
TXN009293,Crypto,None,Pending
TXN009294,Credit Card,None,Pending
TXN009295,PayPal,None,Pending
TXN009296,PayPal,None,Pending
TXN009297,PayPal,None,Pending
TXN009298,Bank Transfer,None,Success
TXN009299,Credit Card,None,Pending
TXN009300,Debit Card,MasterCard,Success
TXN009301,Bank Transfer,None,Success
TXN009302,PayPal,None,Pending
TXN009303,Crypto,None,Pending
TXN009304,Debit Card,MasterCard,Success
TXN009305,Credit Card,None,Success
TXN009306,Credit Card,MasterCard,Pending
TXN009307,PayPal,None,Pending
TXN009308,Credit Card,None,Failed
TXN009309,Credit Card,Amex,Pending
TXN009310,Crypto,None,Failed
TXN009311,Bank Transfer,None,Success
TXN009312,Debit Card,Amex,Pending
TXN009313,Bank Transfer,None,Pending
TXN009314,Debit Card,None,Pending
TXN009315,Credit Card,MasterCard,Success
TXN009316,PayPal,None,Pending
TXN009317,PayPal,None,Pending
TXN009318,Crypto,None,Success
TXN009319,Debit Card,Visa,Pending
TXN009320,Debit Card,Amex,Success
TXN009321,Credit Card,Visa,Success
TXN009322,Bank Transfer,None,Failed
TXN009323,Debit Card,MasterCard,Pending
TXN009324,Crypto,None,Success
TXN009325,Bank Transfer,None,Failed
TXN009326,Crypto,None,Pending
TXN009327,Credit Card,MasterCard,Pending
TXN009328,Debit Card,MasterCard,Pending
TXN009329,Bank Transfer,None,Pending
TXN009330,Bank Transfer,None,Pending
TXN009331,PayPal,None,Failed
TXN009332,Crypto,None,Pending
TXN009333,Crypto,None,Success
TXN009334,PayPal,None,Success
TXN009335,Debit Card,Visa,Pending
TXN009336,Credit Card,Amex,Failed
TXN009337,Credit Card,Visa,Pending
TXN009338,PayPal,None,Success
TXN009339,Bank Transfer,None,Success
TXN009340,Crypto,None,Failed
TXN009341,Crypto,None,Failed
TXN009342,Bank Transfer,None,Pending
TXN009343,Bank Transfer,None,Success
TXN009344,Crypto,None,Pending
TXN009345,PayPal,None,Success
TXN009346,Debit Card,Amex,Failed
TXN009347,PayPal,None,Pending
